budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-167008
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,22955
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,1019
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,95961
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,14700
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,363989
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,1840
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,40
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,443
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,856
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,320
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,2280
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,200
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_458020,Meals,140
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,4600
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,1504
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461050,Mechanical Supplies,40
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,3859
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461080,Chemicals,400
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,690
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,100
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,40
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,240
FY16,Expenses,Police,Field Services Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,480
FY16,Expenses,Police,Field Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,490
FY16,Expenses,Police,Field Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,120
FY16,Expenses,Police,Field Services Division,,,,General Funds,Inventory Supplies,E_465010,Inventory Purchases - Internal,40
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,140
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481160,Prisoner Subsistence and Trans,173
FY16,Expenses,Police,Field Services Division,,,,General Funds,Property Accounts,E_474220,Vehicle Accessories,124
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,40
FY16,Expenses,Police,Field Services Division,,,,General Funds,Inventory Supplies,E_465010,Inventory Purchases - Internal,-40
FY16,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,6617987
FY16,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411020,Special Off Duty Police - Reg,131667
FY16,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412010,Overtime,96000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-6377
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,13580
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,540
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,832
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,10781
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,7444
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1260
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,20412
FY16,Expenses,Police,Investigations Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-280000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,999
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,499
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,-999
FY16,Expenses,Police,Investigations Division,,,,General Funds,Salaries,E_411010,Regular Hours,513390
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412010,Overtime,2000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412050,Night Shift,154
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412070,Out Of Class,77
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,843
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,53422
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,142445
FY16,Expenses,Police,Investigations Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,1790
FY16,Expenses,Police,Investigations Division,,,,General Funds,Interfund Reimbursement,E_502160,Other Labor Reimbursement,-277206
FY16,Expenses,Police,Investigations Division,,,,General Funds,Salaries,E_411010,Regular Hours,6360179
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433020,Legal Services,-3000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,7097
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434020,Data Processing Services,-700
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434040,Medical Service,-1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,8000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,5000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,-7500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458020,Meals,4000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,10000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,2071
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,48
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,-5000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,400
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461120,Electronic Parts and Supplies,-100
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1400
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,-1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461210,Computer Software,-14669
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461220,General Supply,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,-50
FY16,Expenses,Police,Investigations Division,,,,General Funds,Operating Transfers Accounts,E_503030,Grant Match Transfer - Credit,-6197
FY16,Expenses,Police,Investigations Division,,,,General Funds,Interfund Reimbursement,E_502160,Other Labor Reimbursement,-105540
FY16,Expenses,Police,Investigations Division,,,,General Funds,Salaries,E_411020,Special Off Duty Police - Reg,55000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412010,Overtime,508182
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412050,Night Shift,54
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412060,On Call,37900
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412070,Out Of Class,7730
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,177017
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,17649
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413120,Sick Leave Annual,471
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,3500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,726564
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,2134912
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-168701
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,8869
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,2064
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,82820
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,9290
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,92223
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,14070
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,343067
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433020,Legal Services,3000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434020,Data Processing Services,700
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434040,Medical Service,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,17000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,17500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,8000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,6500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,952
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,5500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,200
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461120,Electronic Parts and Supplies,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,3000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461210,Computer Software,16919
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Objects,E_481160,Prisoner Subsistence and Trans,11945
FY16,Expenses,Police,Investigations Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-143136
FY16,Expenses,Police,Investigations Division,,,,General Funds,Operating Transfers Accounts,E_503030,Grant Match Transfer - Credit,6197
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,600
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,2500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,58461
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,29244
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,5040
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,68492
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,4000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,700
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,6000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_446020,Fees And Permits,600
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,4000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,10000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-4000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,4300
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,9251
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_443060,Equipment Maintenance and Repair,500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,2000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Salaries,E_411010,Regular Hours,2016801
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412010,Overtime,87500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_456040,Laundry Services,600
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,7000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,22000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461010,Postage,600
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,35366
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,6000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461080,Chemicals,600
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,50000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,3500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461170,Ammunition & Explosives,600
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461210,Computer Software,6085
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,900
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_446020,Fees And Permits,-600
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,10000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_456040,Laundry Services,-600
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458020,Meals,3000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,5000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,-12000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461010,Postage,-600
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,-10366
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,-5000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461080,Chemicals,400
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,-1500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461170,Ammunition & Explosives,-500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,2500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461210,Computer Software,-1085
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,-800
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412050,Night Shift,84365
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412070,Out Of Class,1160
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,142
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,1500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,256114
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,495786
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-35816
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,13163
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Salaries,E_411010,Regular Hours,3179530
FY16,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412010,Overtime,7838
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,43542
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,6989
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413120,Sick Leave Annual,1130
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,1600
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,352282
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,1081104
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-84298
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,125
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,39809
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,46103
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,7350
FY16,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,174874
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433020,Legal Services,2500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434020,Data Processing Services,2000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,2000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,18000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_456020,Towing And Storage Services,200
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,10000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,1300
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,600
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1000
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461210,Computer Software,322
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,3000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Interfund Reimbursement,E_502160,Other Labor Reimbursement,-286885
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,2000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_456020,Towing And Storage Services,-100
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,4000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458020,Meals,3000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,5000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,-8800
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,-100
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,-500
FY16,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461210,Computer Software,1678
FY16,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,-50
FY16,Expenses,Police,Investigations Division,,,,General Funds,Interfund Reimbursement,E_502160,Other Labor Reimbursement,286885
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433020,Legal Services,-2500
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434020,Data Processing Services,-2000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,1072
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,10000
FY16,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,300
FY16,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,-13000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,640
FY16,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,422
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,-422
FY16,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,184144
FY16,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412070,Out Of Class,109
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,12040
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,794
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,200
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,324
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,62613
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-5524
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7366
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,635
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,832
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,2670
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,210
FY16,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,10128
FY16,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-420000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,450
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,2000
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461010,Postage,100
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,590
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,4550
FY16,Expenses,Police,Field Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,100
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,422
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,3000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,2000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,1200
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,10000
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,13448
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,1500
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,750
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,15000
FY16,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461210,Computer Software,5000
FY16,Expenses,Police,Field Services Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,21908
FY16,Expenses,Police,Field Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,4099
FY16,Expenses,Police,Field Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,500
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,401
FY16,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,500
FY16,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,6368279
