budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Objects,E_481180,Damage and Liability Claims,4984000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_455010,Printing And Binding,6
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_452040,Other Insurance Premiums,20277
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_452040,Other Insurance Premiums,149723
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Other Purchased Services,E_452030,Workers' Compensation Excess Ins,433000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_452020,Property Insurance Premiums,200000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_452020,Property Insurance Premiums,1100000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_452010,Liability Insurance Premiums,677995
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_452010,Liability Insurance Premiums,801101
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Other Purchased Services,E_452010,Liability Insurance Premiums,9000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Other Purchased Services,E_452010,Liability Insurance Premiums,3376
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Purchased Property Services,E_446020,Fees And Permits,139800
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Interfund Reimbursement,E_502180,Cost Plan - Debit,3146986
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,-5000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,5000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,5000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-5000
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,"Charges, Fees, & Services Accounts",R_371430,Third Party Recoveries - Property,250000
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,"Charges, Fees, & Services Accounts",R_341040,Service Fees,-52000
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,"Charges, Fees, & Services Accounts",R_341040,Service Fees,52000
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Miscellaneous Revenue Accounts,R_391240,Risk Fund In-Lieu Insurance,1522088
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Miscellaneous Revenue Accounts,R_391240,Risk Fund In-Lieu Insurance,12474306
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Purchased Property Services,E_443020,Repair And Maintenance Services,5000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Purchased Property Services,E_443020,Repair And Maintenance Services,444000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Purchased Prof and Tech Svcs,E_434040,Medical Service,20000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Purchased Prof and Tech Svcs,E_434030,Security Services,50000
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Miscellaneous Revenue Accounts,R_391240,Risk Fund In-Lieu Insurance,-234329
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Miscellaneous Revenue Accounts,R_391240,Risk Fund In-Lieu Insurance,9801008
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,400500
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Workers' Compensation Fund,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,9200
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Labor Adjustments,E_810060,Department Labor Reduction,625000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,10000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Energy and Fuel,E_462020,Fuel,7028
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Energy and Fuel,E_462010,Utilities Exp,20000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Other Purchased Services,E_456040,Laundry Services,2000
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Miscellaneous Revenue Accounts,R_391030,Other Departmental Services,-300000
FY15,Revenues,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Miscellaneous Revenue Accounts,R_391030,Other Departmental Services,300000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Purchased Property Services,E_444010,Rental Of Land And Buildings,174000
FY15,Expenses,Human Resources,Risk Management Administration Division,,,,Risk Management Fund,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,98175
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Property Services,E_444010,Rental Of Land And Buildings,3000
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Property Services,E_443050,Computer Software Maintenance,10000
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Property Services,E_443010,Repair And Maintenance Service,400
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Prof and Tech Svcs,E_434010,Clerical Services,1800
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-3712
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,13712
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,22000
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Salaries,E_411010,Regular Hours,1284401
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Property Accounts,E_474110,Machinery,500
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Objects,E_481150,Memberships Licenses and Dues,2000
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Books and Periodicals,E_464010,Books & Periodicals,7928
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,General Supplies,E_461200,Computer Supplies,141300
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,General Supplies,E_461020,Office Supplies,18275
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,General Supplies,E_461010,Postage,300
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_458040,Other Travel Expenses,-9400
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_458040,Other Travel Expenses,11400
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_458030,Lodging,6500
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_458020,Meals,1112
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_458020,Meals,1000
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_458010,Transportation,5500
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_458010,Transportation,1500
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_455010,Printing And Binding,4883
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_454010,Personnel Recruitment Advertis,500
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Other Purchased Services,E_453010,Telephone,2976
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Purchased Property Services,E_444020,Rental Of Equipment,6450
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Interfund Reimbursement,E_502180,Cost Plan - Debit,416542
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Interfund SerProvided,E_501010,Central Services Mail Charges,13695
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Property Accounts,E_474410,Computer Equipment,17000
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employer Paid Taxes,E_415030,Worker's Compensation,12844
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employer Paid Taxes,E_415020,State Unemployment Insurance,4200
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employer Paid Taxes,E_415015,Medicare Insurance,18624
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employer Paid Taxes,E_415010,FICA - OASDI,79633
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employee Benefits,E_413280,Automobile Allowance,1800
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employee Benefits,E_413190,Deferred Compensation No 1,44114
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employee Benefits,E_413170,PERS Retirement,185198
FY15,Expenses,Human Resources,Workers' Compensation Division,,,,Workers' Compensation Fund,Employee Benefits,E_413150,Insurance Contribution,183087
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,1500
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,500
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,1000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,General Supplies,E_461210,Computer Software,1000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,3500
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,General Supplies,E_461010,Postage,250
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,500
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,1000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,1000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Purchased Services,E_458020,Meals,500
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,3000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,6000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,3000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,-1500
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,8000
FY15,Expenses,Human Resources,Labor Relations Division,,,,Other,Interfund Reimbursement,E_502040,ICP Reimbursement DR,287770
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Interfund Reimbursement,E_502030,ICP Reimbursement CR,-287770
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,-2000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,2500
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,3858
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1050
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,5594
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,23920
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,27480
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,4000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,480
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,15432
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,55629
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,45581
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,250
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,100000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-3000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,1000
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Salaries,E_411010,Regular Hours,385806
FY15,Expenses,Human Resources,Labor Relations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,500
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Objects,E_481080,Purchase Card Clearing,10000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,1602
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,7000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,10000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1500
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Earnings,E_412070,Out Of Class,22997
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Earnings,E_412010,Overtime,9500
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,18546
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Earnings,E_412060,On Call,17000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Salaries,E_411010,Regular Hours,1850025
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,497707
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,168936
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,2000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434020,Data Processing Services,36135
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,1500
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413130,Longevity,600
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,2509
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,5000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,4200
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-70000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,26825
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413230,City-Paid Employee PERS,84890
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,25735
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,480
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,712
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,5824
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,27373
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461020,Office Supplies,8000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,3858
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,33601
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461010,Postage,400
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Purchased Services,E_458020,Meals,7020
FY15,Revenues,Police,Office of the Chief Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347090,Other Departmental Service,21000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,75898
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,2000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,2700
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-245885
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,245885
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Food,E_463010,Food - Food Programs,2000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412070,Out Of Class,5000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,605
FY15,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412010,Overtime,12500
FY15,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,611645
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,800
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,18886
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,88193
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,75166
FY15,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_443020,Repair And Maintenance Services,3000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,100
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1890
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,8869
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,37922
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,832
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,484
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,600
FY15,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,2500
FY15,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,6400
FY15,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,10000
FY15,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461010,Postage,50
FY15,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,10000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,6116
FY15,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,200
FY15,Expenses,Police,Field Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,1330
FY15,Expenses,Police,Field Services Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-27749
FY15,Expenses,Police,Field Services Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,27749
FY15,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481080,Purchase Card Clearing,5000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,1346
FY15,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,2000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,1000
FY15,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Earnings,E_412070,Out Of Class,237
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Earnings,E_412010,Overtime,40300
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,12128
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Earnings,E_412060,On Call,20000
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Salaries,E_411010,Regular Hours,664773
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,187490
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,61020
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,500
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,500
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413130,Longevity,400
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,100
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,1665
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1470
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,9639
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,6656
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413230,City-Paid Employee PERS,37132
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,7193
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,548
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,8263
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461020,Office Supplies,3020
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,84412
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461010,Postage,200
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,28598
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,85
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,2920
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Food,E_463010,Food - Food Programs,50
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,1489
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,350
FY15,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413120,Sick Leave Annual,1272
FY15,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,153492
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,2483
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,22132
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,33658
FY15,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,2400
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY15,Revenues,Police,Field Services Division,,,,General Funds,Licenses & Permits,R_322310,Burglar Alarm Permit,213000
FY15,Revenues,Police,Field Services Division,,,,General Funds,Licenses & Permits,R_322310,Burglar Alarm Permit,717000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810050,Base Labor Increase,25155
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,2226
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,9516
FY15,Revenues,Police,Field Services Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351030,Delinquency Charges,32000
FY15,Revenues,Police,Field Services Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,40500
FY15,Revenues,Police,Field Services Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,374500
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,2768
FY15,Expenses,Police,Field Services Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,25000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810090,Department Reclasses,-25155
FY15,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,4200
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413020,Sick Leave,46324
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413010,Vacation,155000
FY15,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,5531867
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,2483
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,1604629
FY15,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_442010,Landscape Maintenance Services,29232
FY15,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,810857
