budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,1000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,72000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Property Services,E_444010,Rental Of Land And Buildings,2500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,98000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,8000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,6300
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_454020,Legal Notices,1000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,1750
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_456030,Freight and Delivery,200
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,25672
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_458020,Meals,4500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,14500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,9500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,General Supplies,E_461010,Postage,250
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,General Supplies,E_461020,Office Supplies,10000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,General Supplies,E_461210,Computer Software,500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,400
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Books and Periodicals,E_464020,Subscriptions And Publications,3000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,2200
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,2000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,350
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-5000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,53000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,10000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,-58000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,-1000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_456030,Freight and Delivery,500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,-2000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,2500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Interfund Reimbursement,E_502030,ICP Reimbursement CR,-142778
FY18,Revenues,City Treasurer,City Treasurer Division,,,,General Funds,Intergovernmental Accounts,R_337050,Redevelopment Agency Services,-10000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Labor Adjustments,E_810050,Base Labor Increase,110000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Service & Supply Adjustments,E_890040,Base Budget Increase,15000
FY18,Revenues,City Treasurer,City Treasurer Division,,,,General Funds,Contributions from Other Funds Accounts,R_341020,Investment Fees,-100000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,Other,Interfund Reimbursement,E_502040,ICP Reimbursement DR,142778
FY18,Revenues,City Treasurer,City Treasurer Division,,,,General Funds,Intergovernmental Accounts,R_337050,Redevelopment Agency Services,155000
FY18,Revenues,City Treasurer,City Treasurer Division,,,,General Funds,Intergovernmental Accounts,R_338020,Other Agency Payments,1100000
FY18,Revenues,City Treasurer,City Treasurer Division,,,,General Funds,Contributions from Other Funds Accounts,R_341020,Investment Fees,2350958
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Salaries,E_411010,Regular Hours,1428765
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413130,Longevity,400
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,159681
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,111486
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,115758
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-12368
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,56033
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,2400
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413240,Employee Allowance,2500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,16100
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,82603
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,20717
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2730
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,49249
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Labor Adjustments,E_810090,Department Reclasses,22619
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431020,Management Consulting,5000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,15500
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433020,Legal Services,5000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434010,Clerical Services,3000
FY18,Expenses,City Treasurer,City Treasurer Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,2000
FY18,Expenses,Finance,Finance Administration Division,,,,Other,Interfund Reimbursement,E_502040,ICP Reimbursement DR,254901
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Salaries,E_411010,Regular Hours,475852
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413130,Longevity,100
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,28867
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,37130
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,300
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,1000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Food,E_463010,Food - Food Programs,125
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Food,E_463030,Food - Official Hospitality,2000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,5000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,38553
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-4758
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,17889
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,1080
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,5600
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,23864
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,6899
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,840
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,16402
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,2000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,60000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434010,Clerical Services,400
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Purchased Property Services,E_442030,Custodial Services,25
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,1000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Purchased Property Services,E_443020,Repair And Maintenance Services,1500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,17500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,2500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,4000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,5500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Other Purchased Services,E_458020,Meals,2500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,3000
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,2500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,General Supplies,E_461010,Postage,300
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,General Supplies,E_461020,Office Supplies,3250
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,250
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,3500
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,250
FY18,Expenses,Finance,Finance Administration Division,,,,General Funds,Interfund Reimbursement,E_502030,ICP Reimbursement CR,-254901
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_443030,Radio Equip M&R-Comm Division,150
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,4820
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,7075
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,2376
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,460
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_458020,Meals,420
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,440
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461010,Postage,1100
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461020,Office Supplies,6400
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,300
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,5760
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,750
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,350
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,10000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,4488
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-114000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-110000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,90
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund Reimbursement,E_502030,ICP Reimbursement CR,-386852
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Labor Adjustments,E_810090,Department Reclasses,-3640
FY18,Expenses,Finance,Revenue Division,,,,Special Districts,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,114000
FY18,Revenues,Finance,Revenue Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347090,Other Departmental Service,18000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Salaries,E_411010,Regular Hours,405995
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Earnings,E_412010,Overtime,350
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413130,Longevity,200
FY18,Expenses,Finance,Revenue Division,,,,Other,Interfund Reimbursement,E_502040,ICP Reimbursement DR,386852
FY18,Revenues,Finance,Revenue Division,,,,Special Districts,Assessment Levies,R_355050,Special Assessments - Business,42653
FY18,Revenues,Finance,Revenue Division,,,,Special Districts,Assessment Levies,R_355050,Special Assessments - Business,155387
FY18,Revenues,Finance,Revenue Division,,,,Special Districts,Assessment Levies,R_355050,Special Assessments - Business,37595
FY18,Revenues,Finance,Revenue Division,,,,Special Districts,Assessment Levies,R_355050,Special Assessments - Business,28377
FY18,Revenues,Finance,Revenue Division,,,,Special Districts,Assessment Levies,R_355050,Special Assessments - Business,45007
FY18,Revenues,Finance,Revenue Division,,,,Special Districts,"Charges, Fees, & Services Accounts",R_348010,Other Fees,150000
FY18,Expenses,Finance,Revenue Division,,,,Special Districts,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,150000
FY18,Revenues,Finance,Revenue Division,,,,Special Districts,Assessment Levies,R_355050,Special Assessments - Business,200000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,50557
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,31679
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,32893
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-3201
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,12997
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,480
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,1200
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,25171
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,5886
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1050
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,13994
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,4580
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,167895
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,9736
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,315
FY18,Revenues,Finance,Revenue Division,,,,Other Governmental Funds,Intergovernmental Accounts,R_335040,State Gasoline Tax,325000
FY18,Revenues,Finance,Revenue Division,,,,Other Governmental Funds,Intergovernmental Accounts,R_335040,State Gasoline Tax,25000
FY18,Revenues,Finance,Revenue Division,,,,Other Governmental Funds,Other Tax,R_322010,Major Street Construction Tax,1500000
FY18,Revenues,Finance,Revenue Division,,,,Other Governmental Funds,Other Tax,R_322010,Major Street Construction Tax,300000
FY18,Expenses,Finance,Revenue Division,,,,Parking,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,93333
FY18,Expenses,Finance,Revenue Division,,,,Other,Interfund Reimbursement,E_502040,ICP Reimbursement DR,267745
FY18,Revenues,Finance,Revenue Division,,,,General Funds,Licenses & Permits,R_322040,Home Occupation Permits,80000
FY18,Revenues,Finance,Revenue Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,18000
FY18,Revenues,Finance,Revenue Division,,,,General Funds,Intergovernmental Accounts,R_347110,Miscellaneous Governmental Revenue,2000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Salaries,E_411010,Regular Hours,769775
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Earnings,E_412010,Overtime,7633
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Earnings,E_412070,Out Of Class,3000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413130,Longevity,700
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,148029
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,60065
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,62367
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-5028
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,2669
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,1440
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413220,Transportation Allowance,17205
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,47726
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,11161
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,3360
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,26534
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,500
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,90387
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,1000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,70275
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,1377
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,6000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,8042
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,2000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_454020,Legal Notices,60
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,30635
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461010,Postage,8000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461020,Office Supplies,17274
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,950
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,200
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,18000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-813333
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund Reimbursement,E_502030,ICP Reimbursement CR,-267745
FY18,Revenues,Finance,Revenue Division,,,,General Funds,Licenses & Permits,R_321010,Taxi Permits,142000
FY18,Revenues,Finance,Revenue Division,,,,General Funds,Licenses & Permits,R_321020,Street Vendor Permits,19000
FY18,Revenues,Finance,Revenue Division,,,,General Funds,Licenses & Permits,R_321050,Towing Vehicle Permits,45000
FY18,Revenues,Finance,Revenue Division,,,,General Funds,Licenses & Permits,R_321070,Business Permits and Licenses,100000
FY18,Revenues,Finance,Revenue Division,,,,General Funds,Intergovernmental Accounts,R_347110,Miscellaneous Governmental Revenue,25000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Salaries,E_411010,Regular Hours,299176
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413130,Longevity,100
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,50654
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,23344
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,24239
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-2991
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7823
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,500
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,18548
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,4338
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,840
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,10312
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,3000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,500
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461020,Office Supplies,10000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461210,Computer Software,1500
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,2000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,2500
FY18,Expenses,Finance,Revenue Division,,,,Other,Interfund Reimbursement,E_502040,ICP Reimbursement DR,208595
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Salaries,E_411010,Regular Hours,689186
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Earnings,E_412070,Out Of Class,3131
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413130,Longevity,400
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,113554
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,48465
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,50322
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-3756
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,2609
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,1200
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,883
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,42729
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,9993
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2940
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,23756
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Labor Adjustments,E_810090,Department Reclasses,-1034
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,726
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,61108
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434020,Data Processing Services,8000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,1230
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,1600
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,3753
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,150
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,200
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,1842
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_458020,Meals,50
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461010,Postage,12280
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461020,Office Supplies,6000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1200
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,4910
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,655
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,48
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,7400
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,15000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,General Supplies,E_461010,Postage,95000
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,804
FY18,Expenses,Finance,Revenue Division,,,,General Funds,Interfund Reimbursement,E_502030,ICP Reimbursement CR,-208595
